sys_RespNum,Nation,State,REGION,Distance_Coast,Livelihood_ocean,Familiarity_aquaculture,Opinion_aquaculture,Familiarity_seaweed,Opinion_seaweed,Seaweed_harm_good,Opinion_seaweed_post,MXD_I,MXD_II,MXD_III,MXD_IV,MXD_V,MXD_VI,MXD_VII,MXD_VIII,MXD_IX,MXD_X,Strongestest_M3,Weakest_M3,Harm_good_post,Support_seaweed_expansion,Scientists,NGO,Aquarium_museum,Government,Chefs,Fishermen,Seafood_farmer,Grocer,AGE,Native,Asian,Black,Hispanic,Middle_Eastern,Native_Hawaiian,White,Multiracial,Other_1,No_Answer,Voting_status,Homeowner,Marital_status,Education,Gender,RaceME,AgeBreaks,Effect,Livelihood_factor,Race_factor,Education_factor,Gender_factor,Vote_factor,Homeowner_factor,Region_factor,Age_factor,Message_1,Message_2,Message_3,Message_4,Message_5,Message_6,Message_7,Message_8,Message_9,Message_10
1336,1,9,2,2,2,3,3,3,3,1,2,6.18468941,8.49484316,13.77884682,8.02584273,1.32530607,3.72289799,26.48789345,17.74281628,9.1062582,5.13060588,2,3,1,1,5,4,4,2,4,3,5,3,29,0,0,0,0,0,0,7,0,0,0,1,2,1,5,1,6,1,1,No,White,4-year college/bachelor's degree,Male,Yes,No,Pacific Northwest,18 to 29,4,6,8,5,1,2,10,9,7,3
1339,1,1,1,1,2,3,6,3,6,1,1,20.73439955,11.84496805,15.81994748,11.84554443,6.54244572,0.51736324,0.50145931,9.45473498,18.28568485,4.45345239,2,2,1,1,4,3,4,3,4,4,4,4,33,0,0,0,0,0,0,7,0,0,0,1,2,1,3,2,6,2,5,No,White,"Some college, no degree",Female,Yes,No,Alaska/British Columbia,30 to 39,10,6,8,7,4,2,1,5,9,3
1340,1,1,1,3,2,3,4,3,4,2,3,14.66130472,17.65170919,12.2175954,4.21992366,20.6083908,1.83154963,0.32499837,3.40133022,10.45463457,14.62856343,1,4,1,2,5,3,5,3,4,4,4,3,36,0,2,0,0,0,0,0,0,0,0,1,1,2,4,2,2,2,1,No,Asian,Vocational training/2-year college,Female,Yes,Yes,Alaska/British Columbia,30 to 39,8,9,6,4,10,2,1,3,5,7
1344,2,0,1,1,2,4,7,4,7,3,6,14.66036189,12.88333944,20.68657856,4.11479338,3.71495345,0.80298838,0.44640087,19.36813623,16.67501682,6.64743098,1,4,1,5,4,5,6,3,6,4,3,3,26,0,0,0,0,0,0,0,0,0,10,1,2,1,4,2,8,1,1,No,Other or No Answer,Vocational training/2-year college,Female,Yes,No,Alaska/British Columbia,18 to 29,7,6,10,4,3,2,1,9,8,5
1345,2,0,1,1,2,3,6,4,7,3,1,16.51253041,21.9442403,6.40432369,17.22841355,9.41113123,1.47816449,0.23776785,5.12217376,9.11614871,12.54510601,1,5,1,1,4,3,4,3,4,4,4,4,50,0,0,0,0,0,0,7,0,0,0,1,1,1,1,2,6,4,6,No,White,Some high school,Female,Yes,Yes,Alaska/British Columbia,50 to 59,8,10,4,9,6,2,1,3,5,7
1347,2,0,1,1,2,2,2,3,3,1,1,6.16551898,18.75181609,12.5603195,12.26296869,8.10900502,3.96036859,2.60898614,18.38123392,10.19744552,7.00233753,2,2,1,2,4,3,3,2,5,5,5,3,29,0,0,0,0,0,0,7,0,0,0,0,2,1,7,2,6,1,2,No,White,2 or 3 years postgraduate work/master's degree,Female,No,No,Alaska/British Columbia,18 to 29,3,10,8,7,5,2,1,9,6,4
1348,2,0,1,3,2,1,5,2,5,1,2,24.20339902,17.35340769,20.49104698,3.64363945,8.38995625,0.38981888,0.21261339,4.36795358,13.5475127,7.40065205,1,4,1,2,4,3,2,1,2,3,1,3,53,0,0,0,0,0,0,7,0,0,0,1,1,4,3,2,6,4,3,No,White,"Some college, no degree",Female,Yes,Yes,Alaska/British Columbia,50 to 59,10,8,9,3,6,2,1,4,7,5
1349,2,0,1,4,2,3,2,3,2,3,1,11.29018731,8.09516436,20.95722899,4.88110024,6.67123248,4.28331528,20.51553174,15.68394766,2.31590091,5.30639102,2,2,3,5,6,6,6,6,6,6,6,6,49,0,0,0,0,0,0,7,0,0,0,1,2,2,2,2,6,3,1,No,White,High school graduate,Female,Yes,No,Alaska/British Columbia,40 to 49,7,6,10,3,5,2,9,8,1,4
1350,2,0,1,3,2,2,2,4,7,1,1,22.60569017,7.11615989,13.9004646,4.31856656,23.89869808,1.01210665,0.95557235,4.77588533,9.19171664,12.22513973,1,2,1,1,4,4,2,4,1,3,4,4,32,0,0,0,4,0,0,0,0,0,0,2,2,2,5,2,4,2,6,No,Hispanic,4-year college/bachelor's degree,Female,No,No,Alaska/British Columbia,30 to 39,9,5,8,3,10,2,1,4,6,7
1353,2,0,1,2,2,3,3,3,3,3,1,14.45817522,8.48255387,12.41794282,2.91559892,23.57225318,0.47008,0.95903458,3.91119347,12.28831281,20.52485512,1,3,1,1,5,3,5,5,3,4,4,3,69,0,0,0,0,0,0,7,0,0,0,1,1,2,4,2,6,5,2,No,White,Vocational training/2-year college,Female,Yes,Yes,Alaska/British Columbia,60 to 69,8,5,7,3,10,1,2,4,6,9
1354,2,0,1,4,2,3,3,4,7,2,2,18.27022624,9.70556376,8.54801641,8.7473906,16.94483484,5.16197672,2.36772603,4.47114682,9.98519103,15.79792754,2,3,1,1,5,3,3,1,3,3,3,1,38,0,0,0,0,0,0,7,0,0,0,1,1,4,4,2,6,2,5,No,White,Vocational training/2-year college,Female,Yes,Yes,Alaska/British Columbia,30 to 39,10,6,4,5,9,3,1,2,7,8
1356,2,0,1,1,2,2,2,4,7,3,2,21.76827952,9.71746935,17.0199203,14.4605345,7.98319779,7.31319693,1.68420874,7.30883163,6.47388436,6.27047688,3,4,3,3,4,2,3,3,2,3,3,2,70,0,0,0,0,0,0,7,0,0,0,1,1,2,5,2,6,6,5,No,White,4-year college/bachelor's degree,Female,Yes,Yes,Alaska/British Columbia,70+,10,7,9,8,6,5,1,4,3,2
1358,2,0,1,4,2,4,7,4,7,3,1,16.27108093,16.9441063,15.53486533,18.79955867,3.40046135,0.29861856,1.07401638,10.41820552,13.84373542,3.41535153,1,2,1,2,3,2,3,1,3,4,4,3,43,0,0,0,0,0,0,7,0,0,0,1,1,2,3,2,6,3,6,No,White,"Some college, no degree",Female,Yes,Yes,Alaska/British Columbia,40 to 49,8,9,7,10,3,1,2,5,6,4
1359,2,0,1,5,2,4,7,4,7,1,3,19.64456744,9.31621226,8.63505747,21.0521022,17.98785209,1.02536042,0.40256067,3.10425596,11.79020981,7.04182168,1,3,1,4,3,6,3,3,6,3,3,2,71,0,0,0,0,0,0,7,0,0,0,1,2,5,4,2,6,6,4,No,White,Vocational training/2-year college,Female,Yes,No,Alaska/British Columbia,70+,9,6,5,10,8,2,1,3,7,4
1360,2,0,1,1,2,3,2,3,1,1,2,14.8433228,13.91162698,15.62511843,11.08292695,9.50583018,0.57880475,1.22309191,7.82990925,15.05216021,10.34720855,2,2,1,1,4,4,4,4,4,4,4,3,26,0,2,0,0,0,0,0,0,0,0,1,1,1,5,2,2,1,-1,No,Asian,4-year college/bachelor's degree,Female,Yes,Yes,Alaska/British Columbia,18 to 29,8,7,10,6,4,1,2,3,9,5
1361,2,0,1,1,2,3,2,4,7,1,1,9.96758105,4.70631614,4.04213294,6.02046053,4.00754938,14.30120665,22.99388301,8.13556981,24.19163673,1.63366376,1,2,1,1,4,4,4,4,3,3,4,3,43,0,0,0,0,0,0,7,0,0,0,2,2,2,5,2,6,3,6,No,White,4-year college/bachelor's degree,Female,No,No,Alaska/British Columbia,40 to 49,7,4,3,5,2,8,9,6,10,1
1362,2,0,1,2,2,2,2,2,1,1,1,11.76161676,14.85265152,6.9843593,9.91350906,18.8734769,4.88737917,1.67405625,16.43377166,5.15219352,9.46698586,1,4,1,1,4,4,3,4,4,3,3,4,46,0,2,0,0,0,0,0,0,0,0,1,1,2,5,2,2,3,0,No,Asian,4-year college/bachelor's degree,Female,Yes,Yes,Alaska/British Columbia,40 to 49,7,8,4,6,10,2,1,9,3,5
1365,1,1,1,4,2,3,6,3,6,3,6,21.310573,8.60115094,19.58049789,1.53316537,5.44143082,1.60225605,7.15996172,8.83487266,24.20624278,1.72984877,2,4,3,5,6,6,6,6,6,6,6,6,27,0,0,0,0,0,0,7,0,0,0,1,2,1,2,2,6,1,0,No,White,High school graduate,Female,Yes,No,Alaska/British Columbia,18 to 29,9,6,8,1,4,2,5,7,10,3
1367,2,0,1,1,2,2,1,2,2,1,1,7.70740123,3.9514751,10.99046259,10.32074167,10.85551888,8.83927644,16.27481968,6.78509414,13.1411273,11.13408296,1,1,1,1,5,4,5,4,4,5,5,4,44,0,2,0,0,0,0,0,0,0,0,1,2,4,2,2,2,3,1,No,Asian,High school graduate,Female,Yes,No,Alaska/British Columbia,40 to 49,3,1,7,5,6,4,10,2,9,8
1368,2,0,1,3,2,2,2,1,1,1,1,18.11995583,8.47206986,11.36480244,4.0912958,12.21593036,0.64444863,23.50949708,3.11276796,14.19532944,4.2739026,1,3,1,1,5,4,5,4,4,5,5,4,38,0,2,0,0,0,0,0,0,0,0,1,1,2,7,2,2,2,0,No,Asian,2 or 3 years postgraduate work/master's degree,Female,Yes,Yes,Alaska/British Columbia,30 to 39,9,5,6,3,7,1,10,2,8,4
1370,2,0,1,2,2,3,3,3,3,2,2,11.83376305,15.6463201,8.98365884,21.32874899,3.32871615,3.63520983,2.03400865,14.82156857,10.48955648,7.89844934,3,2,1,3,1,3,2,2,3,2,2,3,30,0,2,0,0,0,0,0,0,0,0,1,1,2,5,2,2,2,1,No,Asian,4-year college/bachelor's degree,Female,Yes,Yes,Alaska/British Columbia,30 to 39,7,9,5,10,2,3,1,8,6,4
1371,2,0,1,4,2,3,4,4,7,3,1,20.66512741,11.77535752,7.54596077,14.47075818,11.69597665,0.41326301,2.18554272,1.72420854,23.72833448,5.79547071,1,3,1,1,4,3,3,3,6,4,3,3,63,0,2,0,0,0,0,0,0,0,0,1,1,2,5,2,2,5,6,No,Asian,4-year college/bachelor's degree,Female,Yes,Yes,Alaska/British Columbia,60 to 69,9,7,5,8,6,1,3,2,10,4
1373,2,0,1,2,2,3,5,3,3,3,1,12.00471056,16.62632663,3.44057687,23.20154936,12.1111496,1.4687605,0.80549192,12.14297146,6.00072077,12.19774232,3,2,1,2,5,5,3,4,3,#NULL!,3,3,19,0,0,3,0,0,0,0,0,0,0,2,2,1,2,2,3,1,2,No,Black,High school graduate,Female,No,No,Alaska/British Columbia,18 to 29,5,9,3,10,6,2,1,7,4,8
1374,2,0,1,1,2,2,6,3,6,1,1,16.73888421,16.86003244,16.77437355,4.94657248,4.9064602,0.65344188,4.28414459,15.46109781,13.14420476,6.2307881,2,2,1,1,4,4,4,4,3,3,3,3,49,0,0,0,0,0,0,7,0,0,0,1,1,2,2,2,6,3,5,No,White,High school graduate,Female,Yes,Yes,Alaska/British Columbia,40 to 49,8,10,9,4,3,1,2,7,6,5
1376,2,0,1,1,2,3,4,3,2,1,1,13.50519088,10.61564189,22.17141683,6.91088996,13.50482335,9.0495208,8.07498837,2.53428453,7.54756829,6.08567509,1,1,3,1,5,2,4,1,5,4,5,4,57,0,0,0,0,0,0,7,0,0,0,1,2,1,3,2,6,4,1,No,White,"Some college, no degree",Female,Yes,No,Alaska/British Columbia,50 to 59,9,7,10,3,8,6,5,1,4,2
1377,2,0,1,1,2,2,2,3,1,1,1,20.44878697,21.42096717,14.97287941,6.03924898,3.30782967,0.81855302,0.26168507,14.87436651,12.95143833,4.90424487,1,3,1,1,4,3,4,3,3,4,4,3,66,0,0,0,0,0,0,7,0,0,0,1,1,5,4,2,6,5,0,No,White,Vocational training/2-year college,Female,Yes,Yes,Alaska/British Columbia,60 to 69,9,10,8,5,3,2,1,7,6,4
1378,2,0,1,1,2,2,4,3,6,3,2,12.77426431,11.51046049,11.60532705,9.45475095,7.80513864,6.55500811,2.26822394,6.98693807,10.03520953,21.00467892,1,2,1,2,3,6,3,1,3,3,3,3,56,1,0,0,0,0,0,0,0,0,0,2,2,1,3,2,1,4,4,No,American Indian and Alaska Native,"Some college, no degree",Female,No,No,Alaska/British Columbia,50 to 59,9,7,8,5,4,2,1,3,6,10
1379,2,0,1,2,2,4,7,4,7,2,2,8.85788327,20.78734641,19.99638212,7.17853734,2.46186554,3.06746017,4.68065486,13.0432468,15.47875615,4.44786733,1,3,1,5,6,2,3,2,6,4,3,1,40,0,0,0,0,0,0,7,0,0,0,1,2,3,3,2,6,3,5,No,White,"Some college, no degree",Female,Yes,No,Alaska/British Columbia,40 to 49,6,10,9,5,1,2,4,7,8,3
1381,2,0,1,1,2,2,5,4,7,1,1,25.70897356,9.98110901,22.56494141,3.6693006,12.60893157,0.36556561,4.26770187,3.11430893,12.96035837,4.75880908,1,4,1,1,4,3,4,3,3,3,2,2,78,1,0,0,0,0,0,7,0,0,0,2,2,3,7,2,1,6,6,No,American Indian and Alaska Native,2 or 3 years postgraduate work/master's degree,Female,No,No,Alaska/British Columbia,70+,10,6,9,3,7,1,4,2,8,5
1382,2,0,1,4,2,2,5,2,2,1,1,19.33280997,13.68154305,20.87176344,11.70520406,3.36155022,1.43728639,3.40751469,4.2689181,20.62115789,1.31225219,1,2,1,1,5,4,5,3,4,4,5,3,71,0,0,0,0,0,0,7,0,0,0,1,1,3,3,2,6,6,1,No,White,"Some college, no degree",Female,Yes,Yes,Alaska/British Columbia,70+,8,7,10,6,3,2,4,5,9,1
1383,1,1,1,4,2,3,6,4,7,3,6,4.83587841,6.32747049,2.50455897,12.0958866,10.37240176,23.07553583,9.19954523,16.87775275,2.31780235,12.3931676,3,3,3,5,3,3,3,3,3,3,3,3,50,0,2,0,0,0,0,0,0,0,0,1,2,2,4,1,2,4,1,No,Asian,Vocational training/2-year college,Male,Yes,No,Alaska/British Columbia,50 to 59,3,4,2,7,6,10,5,9,1,8
1385,1,1,1,1,2,3,3,3,3,1,1,19.29000534,18.7335424,8.87114096,3.77380622,9.44925325,3.17626692,2.95306386,11.83979976,8.98458289,12.9285384,1,1,1,1,4,4,4,4,4,4,4,4,42,0,0,0,0,0,0,7,0,0,0,1,1,2,4,2,6,3,2,No,White,Vocational training/2-year college,Female,Yes,Yes,Alaska/British Columbia,40 to 49,10,9,4,3,6,2,1,7,5,8
1386,1,1,1,1,1,1,5,2,2,1,1,20.53178455,19.76374914,8.65283004,19.88140097,6.51618173,2.40405523,0.36706842,11.74806223,3.23744521,6.89742249,1,3,1,1,4,3,3,2,3,3,2,3,56,0,0,0,0,0,0,7,0,0,0,1,1,1,2,2,6,4,1,Yes,White,High school graduate,Female,Yes,Yes,Alaska/British Columbia,50 to 59,10,8,6,9,4,2,1,7,3,5
1387,1,1,1,2,2,3,2,3,2,1,1,17.46998425,23.51607958,11.19989055,3.20103687,8.61656871,1.59206892,0.39955969,3.22582803,20.25743124,10.52155216,2,4,1,1,3,3,4,2,3,5,5,3,27,0,0,0,4,0,0,7,0,0,0,1,2,1,5,2,4,1,1,No,Hispanic,4-year college/bachelor's degree,Female,Yes,No,Alaska/British Columbia,18 to 29,8,10,7,3,5,2,1,4,9,6
1388,1,2,3,1,2,2,3,2,2,1,1,17.42992384,19.7745091,14.17923156,13.14894778,4.44655863,2.21856191,1.13974645,6.06266401,15.70644426,5.89341247,1,2,1,1,5,4,5,5,4,5,5,4,49,0,0,0,4,0,0,0,0,0,0,2,2,1,1,2,4,3,1,No,Hispanic,Some high school,Female,No,No,California,40 to 49,9,10,7,6,3,2,1,5,8,4
1389,1,2,3,4,2,4,7,3,3,3,3,9.4546757,7.65092791,3.94660002,10.17532401,18.39386751,4.36352932,26.84463564,6.19087359,7.79361441,5.1859519,2,2,1,2,4,3,4,3,3,3,3,3,42,0,0,0,4,0,0,0,0,0,0,1,0,2,3,2,4,3,0,No,Hispanic,"Some college, no degree",Female,Yes,No,California,40 to 49,7,5,1,8,9,2,10,4,6,3
1392,1,1,1,3,2,3,4,3,3,3,2,16.51961572,17.51458563,8.59627341,7.53444371,23.14867733,0.77802098,0.23096475,2.94780566,8.17439119,14.55522161,1,2,1,1,4,4,5,2,4,4,3,3,52,0,0,0,0,0,0,7,0,0,0,1,1,2,1,2,6,4,1,No,White,Some high school,Female,Yes,Yes,Alaska/British Columbia,50 to 59,8,9,6,4,10,2,1,3,5,7
1393,1,2,3,1,2,2,3,3,6,3,2,23.0734428,12.2082369,15.93417869,10.26355395,6.98502096,0.7660242,1.04532461,2.17825819,23.76563168,3.78032801,2,3,1,2,4,3,3,3,3,3,3,3,48,0,0,0,4,0,0,0,0,0,0,2,1,2,5,1,4,3,4,No,Hispanic,4-year college/bachelor's degree,Male,No,Yes,California,40 to 49,9,7,8,6,5,1,2,3,10,4
1399,1,1,1,5,2,3,3,4,7,2,2,22.60781883,15.56987928,19.61673086,3.92309582,1.12327627,1.13328667,4.7921967,10.05471524,19.16249097,2.01650936,1,2,1,2,5,2,4,3,2,2,4,3,18,0,0,0,0,0,0,7,0,0,0,2,2,1,1,2,6,1,5,No,White,Some high school,Female,No,No,Alaska/British Columbia,18 to 29,10,7,9,4,1,2,5,6,8,3
1402,1,1,1,4,2,4,7,4,7,1,1,12.46130567,18.14329024,7.47255271,7.33103063,16.05870378,1.18904971,4.99809925,2.13610229,26.10267327,4.10719244,1,2,1,1,3,3,3,1,3,4,3,3,36,0,0,0,0,0,0,7,0,0,0,1,2,6,2,2,6,2,6,No,White,High school graduate,Female,Yes,No,Alaska/British Columbia,30 to 39,7,9,6,5,8,1,4,2,10,3
1403,1,1,1,2,2,2,3,3,2,1,2,7.21448731,13.99270987,13.38682806,11.80442415,6.70880069,2.46794663,20.09054243,16.8556694,4.61263491,2.86595655,1,4,1,5,3,3,2,3,2,2,3,2,47,0,0,0,0,0,0,7,0,0,0,1,2,5,3,2,6,3,0,No,White,"Some college, no degree",Female,Yes,No,Alaska/British Columbia,40 to 49,5,8,7,6,4,1,10,9,3,2
1404,1,1,1,4,2,2,3,2,3,1,3,10.44579988,21.86894131,2.72028191,12.48443902,19.99469188,3.08718858,0.33552311,6.07473419,12.31457332,10.67382679,1,5,1,2,2,2,3,1,4,4,4,4,25,0,0,0,0,0,0,7,0,0,0,1,2,1,3,1,6,1,0,No,White,"Some college, no degree",Male,Yes,No,Alaska/British Columbia,18 to 29,5,10,2,8,9,3,1,4,7,6
1405,1,1,1,4,2,2,3,3,5,1,3,6.95318234,5.82620937,3.7367603,10.82196436,15.50815556,9.66635141,9.83712378,11.36246058,12.6120032,13.67578909,3,3,3,5,6,6,6,6,6,6,6,6,38,0,0,0,4,0,0,0,0,0,0,2,1,1,2,2,4,2,2,No,Hispanic,High school graduate,Female,No,Yes,Alaska/British Columbia,30 to 39,3,2,1,6,10,4,5,7,8,9
1406,1,1,1,2,1,2,4,3,4,1,4,9.72259908,18.11255109,4.96901431,13.70651244,6.76870359,17.87606367,4.07445121,14.34971017,2.84596678,7.57442765,2,3,1,2,3,2,3,2,3,4,3,3,28,1,0,0,0,0,0,0,0,0,0,1,2,1,3,1,1,1,0,Yes,American Indian and Alaska Native,"Some college, no degree",Male,Yes,No,Alaska/British Columbia,18 to 29,6,10,3,7,4,9,2,8,1,5
1410,1,2,3,2,NA,1,2,1,2,2,1,10.4466935,9.42890239,5.88101184,15.34073927,7.47374869,13.02883409,9.54117515,6.90768297,9.64357338,12.30763872,1,2,1,1,3,4,4,3,3,3,4,4,45,0,0,0,0,0,0,7,0,0,0,1,1,2,7,1,6,3,1,NA,White,2 or 3 years postgraduate work/master's degree,Male,Yes,Yes,California,40 to 49,7,4,1,10,3,9,5,2,6,8
1413,1,2,3,2,2,2,2,2,2,1,2,9.30345596,6.61107062,19.68305612,4.28260959,7.51344008,1.65898037,14.96597209,6.73512369,25.96157587,3.2847156,2,2,2,2,4,4,4,3,3,4,4,3,45,0,0,0,0,0,0,7,0,0,0,1,1,2,7,1,6,3,0,No,White,2 or 3 years postgraduate work/master's degree,Male,Yes,Yes,California,40 to 49,7,4,9,3,6,1,8,5,10,2
1414,1,2,3,1,2,3,3,3,3,3,2,12.31895996,6.84699859,10.82511934,14.16611386,5.29179745,3.37558768,4.53769886,15.2241499,19.12699599,8.28657837,2,4,3,5,5,4,4,4,3,4,4,3,57,0,0,0,0,0,0,7,0,0,0,1,2,1,5,1,6,4,1,No,White,4-year college/bachelor's degree,Male,Yes,No,California,50 to 59,7,4,6,8,3,1,2,9,10,5
1415,1,2,3,4,2,4,7,4,7,1,4,4.73427672,8.08535633,8.54129318,16.13094343,5.85483339,8.02513253,23.06770529,3.39697514,17.70079656,4.46268744,1,2,1,2,5,5,4,4,3,4,4,3,18,0,0,0,4,0,0,0,0,0,0,2,2,1,1,2,4,1,3,No,Hispanic,Some high school,Female,No,No,California,18 to 29,3,6,7,8,4,5,10,1,9,2
1417,1,2,3,4,2,2,2,1,2,2,2,11.29587111,17.99788743,15.00475497,1.55219163,10.30906841,2.42909257,1.49416033,12.17067854,12.99040572,14.75588929,2,1,2,2,3,3,3,4,4,3,4,3,40,0,0,0,0,0,0,7,0,0,0,1,1,2,7,1,6,3,0,No,White,2 or 3 years postgraduate work/master's degree,Male,Yes,Yes,California,40 to 49,5,10,9,2,4,3,1,6,7,8
1418,1,2,3,2,2,1,5,1,1,1,1,21.07870078,14.97696416,19.83127684,12.29943544,1.77742699,2.04508873,0.49271997,7.74377919,15.5012792,4.2533287,1,2,1,1,5,3,4,4,3,4,5,2,38,0,2,0,0,0,0,0,0,0,0,1,1,2,4,1,2,2,0,No,Asian,Vocational training/2-year college,Male,Yes,Yes,California,30 to 39,10,7,9,6,2,3,1,5,8,4
1419,1,2,3,2,2,1,1,1,1,1,1,7.83429765,6.77131638,12.76815224,3.06152443,17.31538637,3.64664975,13.46712755,3.04680348,24.15677396,7.9319682,1,1,1,1,5,5,4,5,5,5,4,4,41,0,0,0,0,0,0,7,0,0,0,1,1,2,8,1,6,3,0,No,White,Doctoral/Law Degree,Male,Yes,Yes,California,40 to 49,5,4,7,2,9,3,8,1,10,6
1420,1,2,3,2,2,1,1,1,1,1,1,12.70697652,5.2914392,15.44299603,12.72864358,7.73728273,2.9298314,4.40549038,22.33783738,8.51423851,7.90526428,3,1,1,1,4,4,5,4,4,4,3,5,40,0,0,0,0,0,0,7,0,0,0,1,1,2,7,1,6,3,0,No,White,2 or 3 years postgraduate work/master's degree,Male,Yes,Yes,California,40 to 49,7,3,9,8,4,1,2,10,6,5
1422,1,2,3,1,2,1,2,2,3,2,1,11.68208525,4.84346216,18.64914965,9.04058978,7.11000001,2.72773263,13.33957038,12.69590845,9.05447167,10.85703001,1,2,1,1,4,3,4,4,4,4,4,4,55,0,0,3,0,0,0,0,0,0,0,2,2,1,2,1,3,4,2,No,Black,High school graduate,Male,No,No,California,50 to 59,7,2,10,4,3,1,9,8,5,6
1424,1,2,3,1,2,2,2,3,2,1,2,13.50261002,22.30264451,9.18986122,15.26385738,10.70595009,0.59449986,0.60530782,3.02215186,18.80072619,6.01239103,1,2,1,1,5,4,3,4,4,4,4,6,74,0,0,0,0,0,0,7,0,0,0,1,1,2,6,1,6,6,0,No,White,"Some postgraduate work, no degree",Male,Yes,Yes,California,70+,7,10,5,8,6,1,2,3,9,4
1425,1,2,3,2,NA,1,3,1,1,1,1,14.61302305,4.65870863,6.09172768,10.97265927,19.89942299,3.85273312,8.75131515,10.67698578,14.42282098,6.06060336,1,1,1,1,5,2,5,5,5,5,5,5,25,0,0,0,0,0,0,7,0,0,0,1,1,2,7,2,6,1,0,NA,White,2 or 3 years postgraduate work/master's degree,Female,Yes,Yes,California,18 to 29,9,2,4,7,10,1,5,6,8,3
1427,1,2,3,1,2,2,1,1,1,1,1,14.03256385,13.27723749,18.04395274,12.06059873,1.48979925,1.22106731,1.48940164,5.81562644,24.18099479,8.38875774,1,1,1,1,5,5,5,2,5,1,1,1,87,0,2,0,0,0,0,0,0,0,0,1,1,2,5,1,2,6,0,No,Asian,4-year college/bachelor's degree,Male,Yes,Yes,California,70+,8,7,9,6,3,1,2,4,10,5
1428,1,2,3,1,2,2,2,2,1,1,2,18.48890019,3.70567572,3.7884082,13.24819982,14.87445572,9.94908346,5.50378423,3.46362277,20.93367898,6.04419092,2,2,1,2,5,4,4,3,4,5,4,4,42,0,0,0,0,0,0,7,0,0,0,1,1,2,7,1,6,3,-1,No,White,2 or 3 years postgraduate work/master's degree,Male,Yes,Yes,California,40 to 49,9,2,3,7,8,6,4,1,10,5
1430,1,2,3,2,2,1,1,2,1,2,6,22.78203563,9.90484044,7.424307,8.10555564,4.09734819,11.35916333,4.95195521,13.37924106,9.8117512,8.1838023,1,1,1,2,5,3,4,3,5,5,4,5,41,1,0,0,0,0,0,0,0,0,0,1,1,2,7,2,1,3,-5,No,American Indian and Alaska Native,2 or 3 years postgraduate work/master's degree,Female,Yes,Yes,California,40 to 49,10,7,3,4,1,8,2,9,6,5
1431,1,2,3,3,2,2,2,2,1,2,1,9.35571845,8.54494676,3.21418111,11.20410083,15.50427635,17.9586983,6.56224082,5.57032755,11.33487054,10.75063931,1,2,1,1,4,5,4,4,5,5,5,3,31,0,0,0,0,0,0,7,0,0,0,1,1,2,8,1,6,2,0,No,White,Doctoral/Law Degree,Male,Yes,Yes,California,30 to 39,5,4,1,7,9,10,3,2,8,6
1432,1,2,3,3,2,3,3,4,7,1,1,15.54195919,23.86659928,14.52192157,5.09692785,10.1138034,0.6804231,2.18827577,5.76607279,19.58466274,2.63935432,2,3,1,2,4,5,3,4,3,3,3,3,73,0,0,0,0,0,0,7,0,0,0,1,2,1,5,1,6,6,6,No,White,4-year college/bachelor's degree,Male,Yes,No,California,70+,8,10,7,4,6,1,2,5,9,3
1445,1,2,3,3,2,4,7,3,6,1,2,6.06398055,8.97824454,7.85635511,12.76758469,24.16403202,1.51445246,12.80891792,7.04813591,8.39272284,10.40557397,1,4,1,1,5,3,5,2,3,5,5,4,52,0,0,0,4,0,0,0,0,0,0,1,2,1,5,2,4,4,4,No,Hispanic,4-year college/bachelor's degree,Female,Yes,No,California,50 to 59,2,6,4,8,10,1,9,3,5,7
1446,1,2,3,1,2,3,1,4,7,2,2,12.02684086,6.1483513,5.575895,14.03106254,19.4892356,11.71775415,5.375902,8.84300059,9.48820143,7.30375652,2,2,3,3,4,4,2,3,4,3,4,3,58,0,0,0,4,0,0,0,0,0,0,2,2,2,3,1,4,4,5,No,Hispanic,"Some college, no degree",Male,No,No,California,50 to 59,8,3,2,9,10,7,1,5,6,4
1447,1,2,3,4,2,2,1,2,4,2,2,3.50528681,15.76439382,2.70387335,11.0988345,14.17906087,13.7154715,13.16590627,9.69576672,5.85926999,10.31213618,1,2,1,2,4,4,4,5,4,4,5,5,31,0,0,0,4,0,0,0,0,0,0,2,0,5,4,1,4,2,2,No,Hispanic,Vocational training/2-year college,Male,No,No,California,30 to 39,2,10,1,6,9,8,7,4,3,5
1448,1,2,3,5,2,4,7,#NULL!,7,3,1,13.62029073,17.6210522,7.59753433,4.22518764,13.59474381,7.63379207,8.85721516,12.79070524,7.11184709,6.94763173,3,3,3,5,4,6,2,2,2,2,3,1,32,0,0,0,4,0,0,0,0,0,0,2,2,2,2,2,4,2,6,No,Hispanic,High school graduate,Female,No,No,California,30 to 39,9,10,4,1,8,5,6,7,3,2
1449,1,2,3,3,2,2,2,3,3,1,1,16.54061664,18.81473401,20.60472405,4.12909057,2.72369883,0.26873624,0.67303293,7.53648162,23.62729689,5.08158822,1,2,1,1,5,4,4,2,5,6,3,6,36,0,0,0,4,0,0,7,0,0,0,1,2,2,3,2,4,2,2,No,Hispanic,"Some college, no degree",Female,Yes,No,California,30 to 39,7,8,9,4,3,1,2,6,10,5
