X1,sys_RespNum,QUOTA,Q9Quota,State,Region,Opinion_aqua_pre,Support_pre,Wild_farmed_pre,M3_strong,M3_weak,VIDEOQUOTA,Opinion_video,Support_post,Purchase_seafood_post,Opinion_aqua_post,Wild_farmed_post,Trust_scientists,Trust_NGO,Trust_Govt,Trust_Chefs,Trust_farmers,Trust_grocer,Trust_food_companies,Age,Marital,Education,Religion,Race,Income,Gender,MXD_I,MXD_II,MXD_III,MXD_IV,MXD_V,MXD_VI,MXD_VII,MXD_VIII,MXD_IX,MXD_X,Message_1,Message_2,Message_3,Message_4,Message_5,Message_6,Message_7,Message_8,Message_9,Message_10,Region_factor,Gender_factor,Race_factor,Education_factor,Marital_factor,Last_seafood_factor,Neighborhood_factor,survey_2_region,survey_2_state
664,58,1,1,41,4,4,4,1,5,5,2,1,1,1,1,2,5,3,1,3,4,4,2,33,2,3,1,1,5,1,3.32975,13.15361,2.56055,15.37818,11.21387,4.00191,5.62522,20.27592,5.00952,19.45147,2,7,1,8,6,3,5,10,4,9,South,Male,White,High school graduate,Married,Within the last month,Rural,8,South Carolina
720,554,1,2,44,4,3,2,2,4,4,5,1,2,1,1,1,3,4,5,5,5,4,4,33,2,2,2,2,2,1,6.30096,12.46297,9.04707,3.31913,9.091,6.71964,6.01191,13.56577,18.94798,14.53357,3,7,5,1,6,4,2,8,10,9,South,Male,African American,Some high school,Married,Yesterday,Urban,8,Texas
755,208,1,2,47,4,4,4,2,3,4,5,1,2,2,2,2,4,4,3,3,3,3,4,33,2,9,3,1,7,2,10.53935,12.93279,13.84119,4.87317,10.22014,5.88452,11.30888,6.77098,15.5848,8.04418,6,8,9,1,5,2,7,3,10,4,South,Female,White,Doctoral/law degree,Married,Within the last week,Suburban,5,Virginia
769,124,1,1,48,3,3,2,1,4,2,5,1,2,3,3,2,5,4,3,3,4,3,3,33,2,9,7,3,6,1,8.30044,4.58659,0.44755,7.12093,7.20831,1.54212,10.72576,24.74155,18.01527,17.31146,6,3,1,4,5,2,7,10,9,8,West,Male,Asian,Doctoral/law degree,Married,2 days ago,Suburban,2,Washington
165,16,1,1,10,4,2,2,1,3,3,5,2,2,2,2,2,3,3,4,3,2,3,3,32,1,3,11,1,2,2,7.56374,13.93911,4.43053,9.70239,15.34378,8.24692,8.8598,8.03641,9.55217,14.32514,2,8,1,7,10,4,5,3,6,9,South,Female,White,High school graduate,Single,Yesterday,Rural,8,Florida
256,823,1,2,11,4,2,2,2,5,3,4,1,1,1,1,2,4,4,3,4,4,4,3,32,2,8,1,1,3,1,9.9106,11.85818,3.15224,19.43856,10.7522,1.56193,2.01819,17.53474,13.57585,10.1975,4,7,3,10,6,1,2,9,8,5,South,Male,White,2 or 3 years postgraduate work/master's degree,Married,Within the last month,Rural,8,Georgia
274,279,1,2,14,2,3,2,1,4,3,1,2,2,3,2,2,4,4,3,2,3,2,2,32,2,4,3,1,3,1,17.20188,2.66137,3.15241,18.11249,7.51458,4.32008,3.8565,4.28951,17.06393,21.82725,8,1,2,9,6,5,3,4,7,10,Midwest,Male,White,"Some college, no degree",Married,Within the last week,Urban,6,Illinois
277,332,1,2,14,2,1,1,2,5,4,5,1,1,1,1,3,5,5,4,5,5,5,4,32,1,4,11,2,2,2,14.457,7.71497,10.30041,16.62669,5.99724,7.48921,12.33643,8.92294,11.61334,4.54176,9,4,6,10,2,3,8,5,7,1,Midwest,Female,African American,"Some college, no degree",Single,Within the last week,Suburban,6,Illinois
346,188,1,2,18,4,1,1,2,5,5,3,1,1,1,1,2,5,1,5,5,5,5,5,32,2,4,12,3,3,2,24.12231,4.96858,7.4844,8.47848,3.21947,7.73043,3.5144,7.4302,12.41699,20.63474,10,3,5,7,1,6,2,4,8,9,South,Female,Asian,"Some college, no degree",Married,Yesterday,Suburban,8,Kentucky
440,181,1,1,26,2,2,3,2,5,3,6,3,1,1,1,2,3,4,4,3,5,4,4,32,2,1,1,1,2,2,15.82313,11.3735,10.84433,17.67474,7.76651,0.7582,1.97502,5.49278,22.28386,6.00795,8,7,6,9,5,1,2,3,10,4,Midwest,Female,White,Grade school,Married,Can't remember,Suburban,6,Missouri
463,167,1,2,29,3,6,3,3,5,1,6,3,3,3,3,3,6,6,1,6,6,6,1,32,1,8,11,1,8,1,20.86773,8.52128,2.43637,8.3715,14.46218,4.37963,6.51866,14.21642,10.12254,10.10369,10,5,1,4,9,2,3,8,7,6,West,Male,White,2 or 3 years postgraduate work/master's degree,Single,More than a month ago,Suburban,7,Nevada
569,813,1,1,34,4,3,3,1,3,3,6,2,2,2,3,1,2,4,2,4,4,3,3,32,4,6,2,3,4,2,13.60425,5.13034,11.459,4.41029,13.00359,13.89851,14.03721,6.76477,4.53512,13.15692,8,3,5,1,6,9,10,4,2,7,South,Female,Asian,4-year college/bachelor's degree,Separated,Within the last week,Suburban,8,North Carolina
571,860,1,2,34,4,3,3,3,3,3,5,1,1,1,1,2,3,3,3,3,3,3,3,32,2,6,1,4,5,1,7.88617,22.76386,3.18822,16.82176,7.43614,6.90264,6.3574,5.84653,13.29518,9.50211,6,10,1,9,5,4,3,2,8,7,South,Male,Mixed,4-year college/bachelor's degree,Married,Within the last month,Suburban,8,North Carolina
17,951,1,2,1,4,6,4,2,5,5,5,1,1,1,1,2,3,4,4,4,4,3,2,31,2,3,3,1,3,1,10.04875,15.85592,2.76145,14.1512,25.16613,1.67302,2.44572,12.63731,5.82054,9.43996,6,9,3,8,10,1,2,7,4,5,South,Male,White,High school graduate,Married,Within the last week,Rural,8,Alabama
46,782,1,1,4,4,1,3,3,3,4,1,1,1,1,1,1,5,1,6,5,5,4,5,31,1,4,11,1,2,2,13.10969,6.19505,7.37043,6.56124,13.204,6.46775,8.55,6.30205,20.44649,11.79331,8,1,5,4,9,3,6,2,10,7,South,Female,White,"Some college, no degree",Single,2 days ago,Urban,8,Arkansas
154,589,1,1,7,1,3,3,#NULL!,5,1,4,2,1,#NULL!,1,#NULL!,5,4,4,5,4,4,1,31,2,6,11,1,6,1,4.42284,5.33609,0.30228,3.2692,16.64401,9.27695,9.92194,24.15142,2.80666,23.86861,4,5,1,3,8,6,7,10,2,9,Northeast,Male,White,4-year college/bachelor's degree,Married,Can't remember,Urban,4,Connecticut
293,707,1,1,14,2,6,5,#NULL!,5,3,6,3,3,#NULL!,3,#NULL!,3,3,3,3,3,4,3,31,1,5,1,1,3,2,11.12162,10.05499,4.30518,4.81697,22.59765,6.70055,14.2164,16.06364,5.70873,4.41426,7,6,1,3,10,5,8,9,4,2,Midwest,Female,White,Vocational training/2 year college,Single,Never,Suburban,6,Illinois
311,123,1,2,15,2,6,5,3,2,2,6,5,5,5,6,3,6,1,1,1,6,6,6,31,1,6,1,1,6,1,9.15195,4.66217,2.97053,3.86254,4.43324,15.55514,8.87439,23.77083,10.67794,16.04129,6,4,1,2,3,8,5,10,7,9,Midwest,Male,White,4-year college/bachelor's degree,Single,Never,Rural,6,Indiana
386,345,1,2,22,1,4,4,#NULL!,4,3,4,3,2,#NULL!,2,#NULL!,4,4,2,4,4,4,3,31,2,5,3,1,3,2,11.40162,4.39527,0.85585,5.09172,13.77703,0.86946,9.59861,11.17598,19.52296,23.31149,7,3,1,4,8,2,5,6,9,10,Northeast,Female,White,Vocational training/2 year college,Married,More than a month ago,Suburban,4,Massachusetts
397,929,1,1,22,1,1,1,1,5,5,4,1,1,1,1,1,5,5,4,5,5,5,5,31,6,8,3,1,4,2,14.77492,18.97573,8.6755,15.58658,8.77513,2.1521,10.25001,3.33984,9.68355,7.78664,8,10,4,9,5,1,7,2,6,3,Northeast,Female,White,2 or 3 years postgraduate work/master's degree,Other,Within the last month,Suburban,4,Massachusetts
410,501,1,1,23,2,4,3,2,4,3,4,3,4,4,1,2,3,3,5,2,1,4,3,31,1,6,3,2,3,1,7.92242,4.55737,0.75823,4.79033,10.7662,12.65306,8.36817,13.43598,14.78492,21.96331,4,2,1,3,6,7,5,8,9,10,Midwest,Male,African American,4-year college/bachelor's degree,Single,2 days ago,Suburban,6,Michigan
500,363,1,2,32,3,3,3,1,4,3,3,2,2,2,2,3,4,1,1,2,3,3,2,31,2,6,9,1,5,2,10.588,8.68552,2.26208,8.61393,5.10605,2.64414,4.19917,12.71692,21.67592,23.50826,7,6,1,5,4,2,3,8,9,10,West,Female,White,4-year college/bachelor's degree,Married,More than a month ago,Suburban,7,New Mexico
514,161,1,2,33,1,2,2,1,4,4,3,2,2,2,2,3,4,4,2,4,2,2,2,31,1,6,11,1,4,1,8.76109,7.50425,10.22061,7.56052,6.25584,5.80103,4.81604,3.49445,26.82726,18.75891,7,5,8,6,4,3,2,1,10,9,Northeast,Male,White,4-year college/bachelor's degree,Single,Within the last week,Urban,5,New York
658,786,1,1,39,1,1,1,2,5,5,1,1,1,1,1,2,5,5,5,5,5,5,5,31,1,8,3,1,5,2,8.23865,14.54734,8.18384,13.98421,12.72733,7.97468,3.86904,8.62892,14.87301,6.97298,5,9,4,8,7,3,1,6,10,2,Northeast,Female,White,2 or 3 years postgraduate work/master's degree,Single,Yesterday,Urban,5,Pennsylvania
692,847,1,1,43,4,5,4,1,3,3,5,3,2,5,5,1,3,2,2,3,2,4,3,31,3,5,1,1,2,2,9.58606,6.62713,4.35078,10.8023,8.19961,9.59055,15.84509,11.3966,3.71801,19.88387,5,3,2,7,4,6,9,8,1,10,South,Female,White,Vocational training/2 year college,Divorced,Within the last week,Suburban,8,Tennessee
767,793,1,2,47,4,3,3,1,4,3,5,1,1,2,1,3,4,4,3,4,4,4,3,31,2,8,1,1,4,2,16.21398,13.54481,12.96325,23.44166,16.15331,2.85994,2.44688,3.42556,6.43151,2.51911,9,7,6,10,8,3,1,4,5,2,South,Female,White,2 or 3 years postgraduate work/master's degree,Married,More than a month ago,Rural,5,Virginia
785,673,1,1,49,4,3,2,1,4,2,2,1,1,2,1,2,5,3,3,4,4,2,3,31,6,5,11,1,1,2,22.35806,5.69287,9.0215,6.77987,1.89978,8.73847,9.56911,8.12761,20.94628,6.86646,10,2,7,3,1,6,8,5,9,4,South,Female,White,Vocational training/2 year college,Other,Within the last week,Suburban,5,West Virginia
12,556,1,1,1,4,6,3,3,3,3,2,3,5,5,6,3,6,6,6,6,6,6,6,30,1,6,13,2,9,1,13.75353,4.94424,6.70053,12.19084,9.3643,5.36477,6.42073,13.96195,11.33224,15.96687,8,1,4,7,5,2,3,9,6,10,South,Male,African American,4-year college/bachelor's degree,Single,Can't remember,Urban,8,Alabama
71,291,1,2,5,3,2,3,2,3,4,3,2,3,2,3,1,#NULL!,2,3,4,2,2,4,30,2,7,11,3,8,1,8.57992,6.5118,8.63743,8.90788,6.35149,4.98708,20.58756,19.72199,12.03943,3.67542,5,4,6,7,3,2,10,9,8,1,West,Male,Asian,"Some postgraduate work, no degree",Married,2 days ago,Suburban,3,California
85,470,1,2,5,3,3,2,#NULL!,3,4,3,3,2,#NULL!,2,#NULL!,4,3,2,4,4,3,3,30,1,3,3,5,1,1,7.6415,4.57056,16.92497,10.46487,6.26656,5.64434,18.46501,14.75171,6.61519,8.65527,5,1,9,7,3,2,10,8,4,6,West,Male,Other,High school graduate,Single,2 days ago,Urban,3,California
140,104,1,1,6,3,6,3,2,3,5,4,1,2,2,2,2,5,2,2,2,3,5,5,30,2,4,11,1,3,2,15.33628,6.18546,4.96575,5.74841,10.92622,4.09783,22.52161,16.57096,6.57525,7.07222,8,4,2,3,7,1,10,9,5,6,West,Female,White,"Some college, no degree",Married,More than a month ago,Urban,7,Colorado
214,797,1,2,10,4,1,2,3,5,3,6,1,2,3,2,3,3,3,3,3,3,3,3,30,2,3,11,1,2,1,6.92639,10.43909,6.15988,16.25142,9.27545,3.67614,2.81612,18.92916,10.33981,15.18654,4,7,3,9,5,2,1,10,6,8,South,Male,White,High school graduate,Married,Today,Suburban,8,Florida
217,842,1,2,10,4,3,3,1,5,1,5,1,1,1,1,2,5,1,4,5,5,3,3,30,2,3,3,1,7,2,6.83796,10.00406,5.61445,12.38651,23.78134,0.75314,10.64648,22.26749,2.57048,5.13807,5,6,4,8,10,1,7,9,2,3,South,Female,White,High school graduate,Married,Yesterday,Suburban,8,Florida
286,537,1,1,14,2,1,1,1,5,5,6,1,1,1,1,1,5,5,5,5,5,5,5,30,2,6,5,2,5,1,7.46686,16.48686,12.61969,7.16723,6.40275,4.16325,12.23901,10.61638,10.35269,12.48528,4,10,9,3,2,1,7,6,5,8,Midwest,Male,African American,4-year college/bachelor's degree,Married,Today,Urban,6,Illinois
422,103,1,1,24,2,1,1,2,5,5,1,1,1,1,1,2,5,5,5,5,5,5,5,30,2,6,#NULL!,1,2,2,19.35227,7.08441,12.32112,7.40253,10.36049,5.93786,9.08205,8.58687,10.51808,9.3543,10,2,9,3,7,1,5,4,8,6,Midwest,Female,White,4-year college/bachelor's degree,Married,Today,Suburban,6,Minnesota
433,853,1,1,25,4,2,2,2,5,4,4,1,1,1,1,2,3,3,2,3,4,2,3,30,2,3,11,1,2,2,11.32666,15.22153,1.18902,9.73821,12.1404,2.81723,13.45115,20.51995,9.55276,4.04309,6,9,1,5,7,2,8,10,4,3,South,Female,White,High school graduate,Married,More than a month ago,Suburban,8,Mississippi
466,371,1,1,29,3,1,1,2,5,4,1,1,1,1,1,2,5,3,5,4,5,4,3,30,1,6,3,1,5,1,10.35629,24.58349,5.93967,10.89164,7.73876,8.65205,11.83694,9.88238,3.94415,6.17463,7,10,2,8,4,5,9,6,1,3,West,Male,White,4-year college/bachelor's degree,Single,2 days ago,Suburban,7,Nevada
480,112,1,1,31,1,6,2,#NULL!,5,2,4,2,3,#NULL!,2,#NULL!,3,2,3,2,4,3,2,30,1,8,3,1,5,2,5.70488,3.1545,1.36351,4.32573,14.29006,9.13222,10.50347,20.16303,15.30534,16.05726,4,2,1,3,7,5,6,10,8,9,Northeast,Female,White,2 or 3 years postgraduate work/master's degree,Single,Never,Suburban,5,New Jersey
516,278,1,1,33,1,1,1,2,4,5,5,1,1,1,1,#NULL!,#NULL!,#NULL!,4,#NULL!,#NULL!,#NULL!,#NULL!,30,2,3,1,2,6,2,6.08871,18.79926,4.53038,9.59355,9.0268,16.40942,6.20552,9.57396,4.36369,15.40869,3,10,2,7,5,9,4,6,1,8,Northeast,Female,African American,High school graduate,Married,More than a month ago,Suburban,5,New York
565,699,1,1,34,4,2,2,1,4,3,3,1,2,2,1,2,4,3,2,3,4,4,3,30,2,6,3,2,3,2,14.96762,9.84478,3.83689,10.44722,9.42946,5.1578,9.01559,11.91855,11.19592,14.18617,10,5,1,6,4,2,3,8,7,9,South,Female,African American,4-year college/bachelor's degree,Married,2 days ago,Suburban,8,North Carolina
566,750,1,2,34,4,3,2,2,5,5,2,1,2,2,1,2,3,4,1,4,5,4,3,30,2,3,11,1,1,2,10.3438,2.75197,1.4598,2.61024,18.52416,8.42746,8.86642,12.1804,23.71928,11.11647,6,3,1,2,9,4,5,8,10,7,South,Female,White,High school graduate,Married,Within the last month,Rural,8,North Carolina
609,301,1,1,37,4,2,3,1,4,4,4,1,3,3,2,1,3,3,3,3,3,3,2,30,1,6,12,3,2,1,8.45797,11.82789,10.97198,17.3237,6.18632,4.77519,6.07266,13.91791,10.24666,10.21973,4,8,7,10,3,1,2,9,6,5,South,Male,Asian,4-year college/bachelor's degree,Single,Within the last week,Urban,8,Oklahoma
671,877,1,1,41,4,1,2,1,4,3,1,1,1,1,1,2,5,5,4,4,5,4,4,30,2,3,3,1,1,2,14.56707,11.30506,8.16825,5.66412,6.44366,3.73461,12.6149,8.84397,19.35586,9.3025,9,7,4,2,3,1,8,5,10,6,South,Female,White,High school graduate,Married,Yesterday,Suburban,8,South Carolina
756,238,1,1,47,4,2,2,2,4,4,5,2,2,3,3,1,4,4,#NULL!,3,4,3,4,30,1,3,10,2,2,1,10.39528,10.42372,8.92453,17.18729,4.05116,13.16772,7.35509,9.79655,4.55974,14.13891,6,7,4,10,1,8,3,5,2,9,South,Male,African American,High school graduate,Single,Within the last month,Urban,5,Virginia
27,165,1,2,3,3,6,1,1,3,4,5,3,3,3,3,1,3,3,3,3,3,3,3,29,1,3,13,2,1,1,17.92956,4.03772,4.46645,5.90649,15.0254,4.22863,14.78279,16.48641,10.44125,6.6953,10,1,3,4,8,2,7,9,6,5,West,Male,African American,High school graduate,Single,Within the last week,Urban,7,Arizona
114,905,1,2,5,3,2,3,2,4,5,2,1,2,1,2,1,4,3,2,4,2,4,3,29,2,3,3,1,2,2,9.46409,11.90845,4.42119,6.74108,15.1869,8.09759,16.3271,6.32682,4.08928,17.4375,6,7,2,4,8,5,9,3,1,10,West,Female,White,High school graduate,Married,2 days ago,Suburban,3,California
142,577,1,2,6,3,2,2,2,5,3,3,1,1,1,1,2,5,4,2,4,4,4,3,29,1,3,8,1,1,2,17.95634,12.88067,2.114,15.23446,10.65197,1.21133,6.83265,13.9285,8.53523,10.65485,10,7,2,9,5,1,3,8,4,6,West,Female,White,High school graduate,Single,Within the last month,Suburban,7,Colorado
159,290,1,1,8,1,3,2,1,4,3,6,2,3,3,4,2,3,5,2,3,2,1,2,29,2,8,3,4,4,2,10.57794,4.60566,5.69289,14.87885,12.50215,18.34259,9.38627,6.97716,6.59526,10.44124,7,1,2,9,8,10,5,4,3,6,Northeast,Female,Mixed,2 or 3 years postgraduate work/master's degree,Married,Within the last month,Suburban,5,Deleware
197,473,1,1,10,4,1,2,1,5,4,6,1,1,2,2,2,4,4,4,4,5,3,5,29,2,3,3,1,2,2,12.55609,11.79591,11.33028,10.65985,17.80244,3.88656,7.41692,13.47934,2.25717,8.81544,8,7,6,5,10,2,3,9,1,4,South,Female,White,High school graduate,Married,Within the last month,Urban,8,Florida
216,830,1,1,10,4,1,#NULL!,1,4,4,4,1,1,2,1,1,3,4,4,4,5,5,5,29,2,6,11,3,2,1,6.52224,8.71805,1.34786,12.08049,19.86464,2.8163,7.65274,16.3769,8.81869,15.80208,3,5,1,7,10,2,4,9,6,8,South,Male,Asian,4-year college/bachelor's degree,Married,Yesterday,Suburban,8,Florida
222,930,1,1,10,4,3,3,3,4,4,3,3,3,3,3,3,3,6,1,3,6,3,3,29,1,4,1,5,1,2,11.92424,10.22079,12.90056,15.17537,7.08384,2.61462,12.20673,9.88117,8.99733,8.99535,7,6,9,10,2,1,8,5,4,3,South,Female,Other,"Some college, no degree",Single,Today,Suburban,8,Florida
232,22,1,2,11,4,2,2,3,4,2,3,2,2,2,2,2,4,3,3,4,4,2,3,29,2,3,13,1,3,2,13.60483,9.01034,2.60701,3.58607,15.59958,4.81221,17.40629,19.23761,11.52618,2.60989,7,5,1,3,8,4,9,10,6,2,South,Female,White,High school graduate,Married,Yesterday,Rural,8,Georgia
250,543,1,2,11,4,6,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,29,1,3,1,2,2,1,7.89053,17.77261,8.30457,9.81937,7.86243,3.98046,18.69916,18.89418,1.82114,4.95556,5,8,6,7,4,2,9,10,1,3,South,Male,African American,High school graduate,Single,Within the last month,Rural,8,Georgia
288,562,1,1,14,2,3,3,#NULL!,3,3,1,3,3,#NULL!,3,#NULL!,5,3,4,4,3,4,4,29,1,3,1,2,1,1,5.45884,14.73096,2.70434,11.36762,15.14219,6.19798,13.80822,24.16837,2.71075,3.71073,4,8,1,6,9,5,7,10,2,3,Midwest,Male,African American,High school graduate,Single,Never,Urban,6,Illinois
328,835,1,2,15,2,2,2,1,2,4,2,3,2,2,2,1,4,3,4,3,#NULL!,4,3,29,1,4,9,1,3,1,5.18942,21.5757,10.48366,13.90389,10.28432,7.98401,5.12679,9.5933,9.69014,6.16879,2,10,8,9,7,4,1,5,6,3,Midwest,Male,White,"Some college, no degree",Single,Within the last week,Suburban,6,Indiana
430,712,1,2,25,4,1,1,1,5,5,4,#NULL!,1,1,1,1,5,5,5,5,5,6,5,29,2,3,1,1,1,2,5.5437,8.69177,6.29403,7.1741,18.25227,5.28978,5.85097,6.96414,16.94905,18.99019,2,7,4,6,9,1,3,5,8,10,South,Female,White,High school graduate,Married,2 days ago,Suburban,8,Mississippi
491,545,1,1,31,1,1,1,2,5,5,5,1,1,1,1,2,5,5,5,5,5,5,5,29,1,3,2,2,3,2,2.65013,15.11608,4.79807,20.62533,8.68191,4.13656,6.21101,15.39483,3.67203,18.71405,1,7,4,10,6,3,5,8,2,9,Northeast,Female,African American,High school graduate,Single,2 days ago,Urban,5,New Jersey
506,8,1,1,33,1,3,3,#NULL!,4,3,4,3,3,#NULL!,3,#NULL!,3,2,3,3,3,3,4,29,2,2,13,1,1,2,13.11008,9.91116,11.59857,8.4137,6.60379,2.93078,16.46809,11.69757,6.83785,12.42841,9,5,6,4,2,1,10,7,3,8,Northeast,Female,White,Some high school,Married,Can't remember,Rural,5,New York
507,20,1,2,33,1,1,1,2,5,5,6,1,1,#NULL!,1,1,5,5,5,5,4,5,5,29,2,9,3,1,6,1,10.98727,7.22048,11.19493,12.53704,11.10254,5.55652,4.46414,2.38329,16.04846,18.50532,5,4,7,8,6,3,2,1,9,10,Northeast,Male,White,Doctoral/law degree,Married,Today,Urban,5,New York
509,76,1,2,33,1,1,1,1,5,5,3,1,1,1,1,1,5,5,5,5,5,5,5,29,2,1,3,1,4,1,12.06467,11.55459,14.77706,12.83938,9.42653,7.31552,9.57629,8.59653,10.42346,3.42598,8,7,10,9,4,2,5,3,6,1,Northeast,Male,White,Grade school,Married,Today,Urban,5,New York
570,833,1,1,34,4,1,1,#NULL!,3,5,3,1,2,#NULL!,2,#NULL!,4,4,4,4,3,5,5,29,1,5,11,1,2,2,5.84139,15.14906,15.4072,10.89624,9.67612,5.43501,8.86232,10.45252,6.04281,12.23732,2,9,10,7,5,1,4,6,3,8,South,Female,White,Vocational training/2 year college,Single,Yesterday,Rural,8,North Carolina
594,757,1,1,36,2,3,3,#NULL!,4,4,4,2,3,#NULL!,2,#NULL!,4,3,4,4,3,3,4,29,1,8,11,1,5,2,15.12479,13.76786,4.74253,7.53525,16.39308,7.32862,14.96325,10.03638,4.29652,5.8117,9,7,2,5,10,4,8,6,1,3,Midwest,Female,White,2 or 3 years postgraduate work/master's degree,Single,2 days ago,Suburban,6,Ohio
613,816,1,2,37,4,1,1,2,4,5,3,1,1,1,1,2,5,2,2,4,5,3,2,29,1,6,1,1,4,2,17.6609,9.16827,7.80805,17.70452,9.30577,3.0508,5.58776,3.31305,21.25254,5.14835,8,6,5,9,7,1,4,2,10,3,South,Female,White,4-year college/bachelor's degree,Single,Today,Urban,8,Oklahoma
675,215,1,1,43,4,3,2,#NULL!,5,4,5,1,1,#NULL!,1,#NULL!,5,3,2,4,4,3,2,29,2,3,12,1,5,2,6.82951,1.73288,1.03608,5.28123,11.48284,13.88556,6.85419,7.63386,23.78464,21.4792,4,2,1,3,7,8,5,6,10,9,South,Female,White,High school graduate,Married,More than a month ago,Rural,8,Tennessee
732,775,1,2,44,4,2,2,3,5,3,5,2,2,2,2,2,5,2,2,4,3,2,1,29,2,6,8,1,4,2,6.53408,1.45184,0.79165,3.22521,9.69765,21.9375,16.76544,12.31506,6.21697,21.0646,5,2,1,3,6,10,8,7,4,9,South,Female,White,4-year college/bachelor's degree,Married,Within the last month,Urban,8,Texas
752,718,1,1,45,3,3,2,3,3,1,1,3,2,3,2,3,3,3,2,3,3,3,3,29,2,4,4,3,2,2,10.58315,12.32259,0.62688,17.68272,6.52548,1.98132,1.82767,8.37021,21.61457,18.46542,6,7,1,8,4,3,2,5,10,9,West,Female,Asian,"Some college, no degree",Married,Within the last month,Urban,7,Utah
788,106,1,2,50,2,4,3,#NULL!,4,3,5,2,2,#NULL!,1,#NULL!,4,4,2,5,4,4,3,29,1,6,9,1,4,1,19.07175,5.95849,6.58066,11.29151,3.56167,4.77608,5.5466,8.81378,17.03993,17.35954,10,4,5,7,1,2,3,6,8,9,Midwest,Male,White,4-year college/bachelor's degree,Single,Within the last month,Suburban,6,Wisonsin
33,836,1,1,3,3,3,3,3,5,5,5,1,1,1,1,2,4,3,3,3,3,4,3,28,1,5,8,1,6,1,9.45886,3.73759,1.95673,10.77247,8.4195,12.83876,5.28994,6.81457,18.41001,22.30159,6,2,1,7,5,8,3,4,9,10,West,Male,White,Vocational training/2 year college,Single,Yesterday,Suburban,7,Arizona
94,518,1,1,5,3,6,2,#NULL!,5,1,1,1,1,#NULL!,2,#NULL!,4,4,4,4,4,4,4,28,2,3,1,1,8,1,11.85933,7.54923,6.98784,14.45774,17.39501,1.23114,7.21315,7.82698,13.71007,11.7695,7,4,2,9,10,1,3,5,8,6,West,Male,White,High school graduate,Married,Can't remember,Suburban,3,California
234,35,1,1,11,4,3,2,1,5,5,3,1,1,1,1,2,5,5,5,5,5,3,5,28,2,3,11,1,1,2,7.16931,10.23372,0.66456,5.62307,9.73029,16.40102,4.90845,9.34364,15.08122,20.84472,4,7,1,3,6,9,2,5,8,10,South,Female,White,High school graduate,Married,Within the last week,Suburban,8,Georgia
246,358,1,2,11,4,6,5,#NULL!,3,3,2,3,3,#NULL!,6,#NULL!,1,1,1,1,1,1,1,28,1,4,1,2,1,2,7.90056,10.54744,12.50914,10.04524,12.88574,13.57208,5.73103,4.15764,10.11199,12.53914,3,6,7,4,9,10,2,1,5,8,South,Female,African American,"Some college, no degree",Single,Never,Suburban,8,Georgia
356,840,1,2,18,4,2,3,2,5,5,4,2,1,1,1,2,4,3,3,4,5,4,2,28,1,3,3,1,2,2,9.34416,6.86175,4.12859,9.3286,13.12328,12.29478,4.96964,5.0254,14.67638,20.24742,6,4,1,5,8,7,2,3,9,10,South,Female,White,High school graduate,Single,Within the last week,Rural,8,Kentucky
533,565,1,2,33,1,1,2,2,4,5,2,1,2,1,2,2,5,4,4,5,4,5,5,28,2,6,3,1,3,1,15.16601,13.70073,12.72717,8.22822,6.55058,8.24229,6.39989,12.18362,10.54164,6.25984,10,9,8,4,3,5,2,7,6,1,Northeast,Male,White,4-year college/bachelor's degree,Married,Yesterday,Urban,5,New York
538,765,1,1,33,1,4,4,#NULL!,5,1,5,3,3,#NULL!,3,#NULL!,4,3,4,1,1,1,1,28,1,8,13,1,3,2,5.4136,1.52279,0.44378,3.41075,12.50464,6.25141,17.35287,24.35251,10.11393,18.63372,4,2,1,3,7,5,8,10,6,9,Northeast,Female,White,2 or 3 years postgraduate work/master's degree,Single,More than a month ago,Urban,5,New York
551,1065,1,2,33,1,2,2,2,5,3,1,1,1,1,1,2,5,5,4,3,4,4,4,28,2,3,11,1,4,2,9.11513,10.87326,6.14071,7.36633,1.88713,18.73416,1.30563,5.61788,14.01434,24.94544,6,7,4,5,2,9,1,3,8,10,Northeast,Female,White,High school graduate,Married,Within the last month,Suburban,5,New York
567,806,1,1,34,4,6,3,1,5,5,6,1,3,3,6,1,6,6,6,6,6,6,6,28,2,6,2,1,3,2,5.18223,10.37423,6.72943,13.10448,8.14624,16.64399,2.23448,11.22089,15.14774,11.21627,2,5,3,8,4,10,1,7,9,6,South,Female,White,4-year college/bachelor's degree,Married,Within the last month,Suburban,8,North Carolina
636,189,1,1,39,1,3,3,1,3,3,4,1,3,3,3,1,4,2,2,4,4,4,3,28,1,3,13,1,4,2,11.16583,3.18513,3.11067,4.86946,13.70149,9.09053,8.85926,10.78867,10.62197,24.60699,8,2,1,3,9,5,4,7,6,10,Northeast,Female,White,High school graduate,Single,Within the last month,Rural,5,Pennsylvania
648,635,1,2,39,1,2,2,2,5,4,3,1,1,1,1,2,4,2,2,3,3,3,2,28,2,6,11,1,3,1,6.82299,6.14977,6.17919,6.139,19.79208,2.76848,17.4305,21.32436,4.37956,9.01406,6,4,5,3,9,1,8,10,2,7,Northeast,Male,White,4-year college/bachelor's degree,Married,Within the last week,Suburban,5,Pennsylvania
